date,site_id,site_name,capacity_kwp,irradiance_kwh_m2,generation_kwh,availability_pct
2024-05-28,SITE_E,Pasir Panjang Terminal,4100.0,5.774,18640.8,100.0
2024-05-29,SITE_A,Tuas Rooftop,1850.0,5.398,8286.5,100.0
2024-05-29,SITE_B,Jurong Warehouse,3200.0,3.594,8815.1,100.0
2024-05-29,SITE_C,Senoko Industrial,5400.0,5.558,24643.8,100.0
2024-05-29,SITE_D,Changi Logistics Hub,2750.0,5.119,11871.2,100.0
2024-05-29,SITE_E,Pasir Panjang Terminal,4100.0,5.656,18120.1,100.0
2024-05-30,SITE_A,Tuas Rooftop,1850.0,5.209,7641.5,100.0
2024-05-30,SITE_B,Jurong Warehouse,3200.0,4.871,12243.5,100.0
2024-05-30,SITE_C,Senoko Industrial,5400.0,6.644,29042.5,100.0
2024-05-30,SITE_D,Changi Logistics Hub,2750.0,5.592,13100.1,100.0
2024-05-30,SITE_E,Pasir Panjang Terminal,4100.0,4.245,13354.0,100.0
2024-05-31,SITE_A,Tuas Rooftop,1850.0,3.291,5090.8,100.0
2024-05-31,SITE_B,Jurong Warehouse,3200.0,5.813,14583.4,100.0
2024-05-31,SITE_C,Senoko Industrial,5400.0,5.939,25761.2,100.0
2024-05-31,SITE_D,Changi Logistics Hub,2750.0,4.804,11238.6,100.0
2024-05-31,SITE_E,Pasir Panjang Terminal,4100.0,5.566,17273.8,100.0
2024-06-01,SITE_A,Tuas Rooftop,1850.0,5.336,8365.8,100.0
2024-06-01,SITE_B,Jurong Warehouse,3200.0,5.621,14087.2,100.0
2024-06-01,SITE_C,Senoko Industrial,5400.0,5.093,22623.8,100.0
2024-06-01,SITE_D,Changi Logistics Hub,2750.0,6.576,15350.0,100.0
2024-06-01,SITE_E,Pasir Panjang Terminal,4100.0,4.003,12431.0,100.0
2024-06-02,SITE_A,Tuas Rooftop,1850.0,5.921,8894.5,100.0
2024-06-02,SITE_B,Jurong Warehouse,3200.0,4.352,11048.4,100.0
2024-06-02,SITE_C,Senoko Industrial,5400.0,6.522,29046.8,100.0
2024-06-02,SITE_D,Changi Logistics Hub,2750.0,5.6,12985.2,100.0
2024-06-02,SITE_E,Pasir Panjang Terminal,4100.0,6.182,19687.2,100.0
2024-06-03,SITE_A,Tuas Rooftop,1850.0,6.26,9673.6,100.0
2024-06-03,SITE_B,Jurong Warehouse,3200.0,5.638,14834.7,100.0
2024-06-03,SITE_C,Senoko Industrial,5400.0,5.471,23576.9,100.0
2024-06-03,SITE_D,Changi Logistics Hub,2750.0,4.548,10342.6,100.0
2024-06-03,SITE_E,Pasir Panjang Terminal,4100.0,5.696,11053.5,60.4
2024-06-04,SITE_A,Tuas Rooftop,1850.0,5.526,8475.2,100.0
2024-06-04,SITE_B,Jurong Warehouse,3200.0,5.883,14398.6,100.0
2024-06-04,SITE_C,Senoko Industrial,5400.0,6.192,26796.9,100.0
2024-06-04,SITE_D,Changi Logistics Hub,2750.0,6.362,14894.3,100.0
2024-06-04,SITE_E,Pasir Panjang Terminal,4100.0,5.575,17447.8,100.0
2024-06-05,SITE_A,Tuas Rooftop,1850.0,4.954,7755.1,100.0
2024-06-05,SITE_B,Jurong Warehouse,3200.0,6.48,16097.5,100.0
2024-06-05,SITE_C,Senoko Industrial,5400.0,6.558,29073.4,100.0
2024-06-05,SITE_D,Changi Logistics Hub,2750.0,3.835,8852.1,100.0
2024-06-05,SITE_E,Pasir Panjang Terminal,4100.0,5.346,16122.9,100.0
2024-06-06,SITE_A,Tuas Rooftop,1850.0,6.124,9495.2,100.0
2024-06-06,SITE_B,Jurong Warehouse,3200.0,5.707,14461.0,100.0
2024-06-06,SITE_C,Senoko Industrial,5400.0,5.936,25598.6,100.0
2024-06-06,SITE_D,Changi Logistics Hub,2750.0,4.04,9308.1,100.0
2024-06-06,SITE_E,Pasir Panjang Terminal,4100.0,6.079,19588.1,100.0
2024-06-07,SITE_A,Tuas Rooftop,1850.0,5.561,8676.9,100.0
2024-06-07,SITE_B,Jurong Warehouse,3200.0,5.531,13877.9,100.0
2024-06-07,SITE_C,Senoko Industrial,5400.0,4.256,19304.7,100.0
2024-06-07,SITE_D,Changi Logistics Hub,2750.0,5.961,13810.5,100.0
2024-06-07,SITE_E,Pasir Panjang Terminal,4100.0,5.554,18159.6,100.0
2024-06-08,SITE_A,Tuas Rooftop,1850.0,3.864,5812.6,100.0
2024-06-08,SITE_B,Jurong Warehouse,3200.0,5.075,13098.2,100.0
2024-06-08,SITE_C,Senoko Industrial,5400.0,5.533,23691.0,100.0
2024-06-08,SITE_D,Changi Logistics Hub,2750.0,5.347,12189.5,100.0
2024-06-08,SITE_E,Pasir Panjang Terminal,4100.0,6.289,19920.3,100.0
2024-06-09,SITE_A,Tuas Rooftop,1850.0,5.341,7964.8,100.0
2024-06-09,SITE_B,Jurong Warehouse,3200.0,6.222,16184.2,100.0
2024-06-09,SITE_C,Senoko Industrial,5400.0,6.509,29262.9,100.0
2024-06-09,SITE_D,Changi Logistics Hub,2750.0,5.604,12918.0,100.0
2024-06-09,SITE_E,Pasir Panjang Terminal,4100.0,6.063,18542.4,100.0
2024-06-10,SITE_A,Tuas Rooftop,1850.0,5.754,8607.4,100.0
2024-06-10,SITE_B,Jurong Warehouse,3200.0,6.232,16157.9,100.0
2024-06-10,SITE_C,Senoko Industrial,5400.0,6.046,26482.4,100.0
2024-06-10,SITE_D,Changi Logistics Hub,2750.0,6.375,14784.2,100.0
2024-06-10,SITE_E,Pasir Panjang Terminal,4100.0,5.142,16285.3,100.0
2024-06-11,SITE_A,Tuas Rooftop,1850.0,5.039,4790.7,63.0
2024-06-11,SITE_B,Jurong Warehouse,3200.0,6.381,15953.6,100.0
2024-06-11,SITE_C,Senoko Industrial,5400.0,6.408,27670.9,100.0
2024-06-11,SITE_D,Changi Logistics Hub,2750.0,6.201,14115.2,100.0
2024-06-11,SITE_E,Pasir Panjang Terminal,4100.0,6.007,18862.2,100.0
2024-06-12,SITE_A,Tuas Rooftop,1850.0,5.626,8569.8,100.0
2024-06-12,SITE_B,Jurong Warehouse,3200.0,6.362,16248.0,100.0
2024-06-12,SITE_C,Senoko Industrial,5400.0,6.113,25523.6,100.0
2024-06-12,SITE_D,Changi Logistics Hub,2750.0,5.466,12578.1,100.0
2024-06-12,SITE_E,Pasir Panjang Terminal,4100.0,4.562,14403.0,100.0
2024-06-13,SITE_A,Tuas Rooftop,1850.0,4.896,7333.0,100.0
2024-06-13,SITE_B,Jurong Warehouse,3200.0,6.574,16983.3,100.0
2024-06-13,SITE_C,Senoko Industrial,5400.0,6.574,28848.2,100.0
2024-06-13,SITE_D,Changi Logistics Hub,2750.0,5.441,12458.6,100.0
2024-06-13,SITE_E,Pasir Panjang Terminal,4100.0,6.566,20856.9,100.0
2024-06-14,SITE_A,Tuas Rooftop,1850.0,6.554,9996.9,100.0
2024-06-14,SITE_B,Jurong Warehouse,3200.0,5.81,14476.3,100.0
2024-06-14,SITE_C,Senoko Industrial,5400.0,5.589,24071.2,100.0
2024-06-14,SITE_D,Changi Logistics Hub,2750.0,4.662,10944.1,100.0
2024-06-14,SITE_E,Pasir Panjang Terminal,4100.0,5.47,17783.7,100.0
2024-06-15,SITE_A,Tuas Rooftop,1850.0,6.554,9794.1,100.0
2024-06-15,SITE_B,Jurong Warehouse,3200.0,4.802,12377.5,100.0
2024-06-15,SITE_C,Senoko Industrial,5400.0,5.846,25292.6,100.0
2024-06-15,SITE_D,Changi Logistics Hub,2750.0,4.551,10684.9,100.0
2024-06-15,SITE_E,Pasir Panjang Terminal,4100.0,5.031,16120.2,100.0
2024-06-16,SITE_A,Tuas Rooftop,1850.0,6.085,9319.8,100.0
2024-06-16,SITE_B,Jurong Warehouse,3200.0,6.23,16059.1,100.0
2024-06-16,SITE_C,Senoko Industrial,5400.0,6.324,20935.9,78.1
2024-06-16,SITE_D,Changi Logistics Hub,2750.0,5.946,13603.4,100.0
2024-06-16,SITE_E,Pasir Panjang Terminal,4100.0,6.15,20315.4,100.0
2024-06-17,SITE_A,Tuas Rooftop,1850.0,4.999,7400.2,100.0
2024-06-17,SITE_B,Jurong Warehouse,3200.0,5.812,14871.3,100.0
2024-06-17,SITE_C,Senoko Industrial,5400.0,6.379,24145.7,88.0
2024-06-17,SITE_D,Changi Logistics Hub,2750.0,5.686,12958.9,100.0
2024-06-17,SITE_E,Pasir Panjang Terminal,4100.0,5.964,19038.2,100.0
2024-06-18,SITE_A,Tuas Rooftop,1850.0,5.063,7509.4,100.0
2024-06-18,SITE_B,Jurong Warehouse,3200.0,5.194,12964.8,100.0
2024-06-18,SITE_C,Senoko Industrial,5400.0,5.5,23989.6,100.0
2024-06-18,SITE_D,Changi Logistics Hub,2750.0,3.303,7542.2,100.0
2024-06-18,SITE_E,Pasir Panjang Terminal,4100.0,3.964,12668.0,100.0
2024-06-19,SITE_A,Tuas Rooftop,1850.0,6.343,9303.4,100.0
2024-06-19,SITE_B,Jurong Warehouse,3200.0,5.71,14247.9,100.0
2024-06-19,SITE_C,Senoko Industrial,5400.0,6.098,27683.2,100.0
2024-06-19,SITE_D,Changi Logistics Hub,2750.0,4.582,10503.5,100.0
2024-06-19,SITE_E,Pasir Panjang Terminal,4100.0,6.157,19375.7,100.0
2024-06-20,SITE_A,Tuas Rooftop,1850.0,4.354,6572.8,100.0
2024-06-20,SITE_B,Jurong Warehouse,3200.0,5.444,14347.2,100.0
2024-06-20,SITE_C,Senoko Industrial,5400.0,6.12,26466.7,100.0
2024-06-20,SITE_D,Changi Logistics Hub,2750.0,6.064,14014.9,100.0
2024-06-20,SITE_E,Pasir Panjang Terminal,4100.0,5.418,16270.6,100.0
2024-06-21,SITE_A,Tuas Rooftop,1850.0,5.483,8419.2,100.0
2024-06-21,SITE_B,Jurong Warehouse,3200.0,4.859,12401.0,100.0
2024-06-21,SITE_C,Senoko Industrial,5400.0,5.682,24962.4,100.0
2024-06-21,SITE_D,Changi Logistics Hub,2750.0,6.336,15086.6,100.0
2024-06-21,SITE_E,Pasir Panjang Terminal,4100.0,5.81,18452.0,100.0
2024-06-22,SITE_A,Tuas Rooftop,1850.0,6.661,9852.0,100.0
2024-06-22,SITE_B,Jurong Warehouse,3200.0,5.774,14175.9,100.0
2024-06-22,SITE_C,Senoko Industrial,5400.0,4.424,19448.7,100.0
2024-06-22,SITE_D,Changi Logistics Hub,2750.0,5.88,13680.9,100.0
2024-06-22,SITE_E,Pasir Panjang Terminal,4100.0,4.175,12933.2,100.0
2024-06-23,SITE_A,Tuas Rooftop,1850.0,6.31,9915.7,100.0
2024-06-23,SITE_B,Jurong Warehouse,3200.0,4.545,11078.0,100.0
2024-06-23,SITE_C,Senoko Industrial,5400.0,4.371,19136.4,100.0
2024-06-23,SITE_D,Changi Logistics Hub,2750.0,3.604,8329.3,100.0
2024-06-23,SITE_E,Pasir Panjang Terminal,4100.0,4.556,14274.0,100.0
2024-06-24,SITE_A,Tuas Rooftop,1850.0,5.66,8395.1,100.0
2024-06-24,SITE_B,Jurong Warehouse,3200.0,6.079,15439.7,100.0
2024-06-24,SITE_C,Senoko Industrial,5400.0,5.573,24479.2,100.0
2024-06-24,SITE_D,Changi Logistics Hub,2750.0,4.816,11052.3,100.0
2024-06-24,SITE_E,Pasir Panjang Terminal,4100.0,4.88,15477.8,100.0
2024-06-25,SITE_A,Tuas Rooftop,1850.0,5.745,8644.7,100.0
2024-06-25,SITE_B,Jurong Warehouse,3200.0,5.824,14449.0,100.0
2024-06-25,SITE_C,Senoko Industrial,5400.0,6.272,27666.2,100.0
2024-06-25,SITE_D,Changi Logistics Hub,2750.0,4.456,10265.6,100.0
2024-06-25,SITE_E,Pasir Panjang Terminal,4100.0,6.475,20908.1,100.0
2024-06-26,SITE_A,Tuas Rooftop,1850.0,5.714,4678.0,53.1
2024-06-26,SITE_B,Jurong Warehouse,3200.0,5.655,14673.8,100.0
2024-06-26,SITE_C,Senoko Industrial,5400.0,6.139,26680.3,100.0
2024-06-26,SITE_D,Changi Logistics Hub,2750.0,5.318,12173.5,100.0
2024-06-26,SITE_E,Pasir Panjang Terminal,4100.0,6.191,20057.7,100.0
2024-06-27,SITE_A,Tuas Rooftop,1850.0,4.735,7150.7,100.0
2024-06-27,SITE_B,Jurong Warehouse,3200.0,6.286,15798.8,100.0
2024-06-27,SITE_C,Senoko Industrial,5400.0,5.587,24785.5,100.0
2024-06-27,SITE_D,Changi Logistics Hub,2750.0,5.887,13693.4,100.0
2024-06-27,SITE_E,Pasir Panjang Terminal,4100.0,5.362,16824.3,100.0
2024-06-28,SITE_A,Tuas Rooftop,1850.0,5.775,8794.0,100.0
2024-06-28,SITE_B,Jurong Warehouse,3200.0,6.106,15393.4,100.0
2024-06-28,SITE_C,Senoko Industrial,5400.0,5.17,23115.5,100.0
2024-06-28,SITE_D,Changi Logistics Hub,2750.0,5.953,13414.2,100.0
2024-06-28,SITE_E,Pasir Panjang Terminal,4100.0,4.144,13120.7,100.0
2024-06-29,SITE_A,Tuas Rooftop,1850.0,5.023,7451.5,100.0
2024-06-29,SITE_B,Jurong Warehouse,3200.0,6.618,17034.0,100.0
2024-06-29,SITE_C,Senoko Industrial,5400.0,6.412,27944.3,100.0
2024-06-29,SITE_D,Changi Logistics Hub,2750.0,4.36,10310.9,100.0
2024-06-29,SITE_E,Pasir Panjang Terminal,4100.0,5.819,18338.4,100.0
2024-06-30,SITE_A,Tuas Rooftop,1850.0,5.479,8245.8,100.0
2024-06-30,SITE_B,Jurong Warehouse,3200.0,6.19,15901.1,100.0
2024-06-30,SITE_C,Senoko Industrial,5400.0,4.581,19788.3,100.0
2024-06-30,SITE_D,Changi Logistics Hub,2750.0,4.358,10123.5,100.0
2024-06-30,SITE_E,Pasir Panjang Terminal,4100.0,5.736,18216.2,100.0
2024-07-01,SITE_A,Tuas Rooftop,1850.0,6.33,9818.8,100.0
2024-07-01,SITE_B,Jurong Warehouse,3200.0,6.109,15547.3,100.0
2024-07-01,SITE_C,Senoko Industrial,5400.0,5.207,22816.4,100.0
2024-07-01,SITE_D,Changi Logistics Hub,2750.0,6.451,15141.0,100.0
2024-07-01,SITE_E,Pasir Panjang Terminal,4100.0,5.825,18498.0,100.0
2024-07-02,SITE_A,Tuas Rooftop,1850.0,6.618,10171.9,100.0
2024-07-02,SITE_B,Jurong Warehouse,3200.0,6.589,16750.5,100.0
2024-07-02,SITE_C,Senoko Industrial,5400.0,6.212,27214.8,100.0
2024-07-02,SITE_D,Changi Logistics Hub,2750.0,5.648,13046.8,100.0
2024-07-02,SITE_E,Pasir Panjang Terminal,4100.0,6.377,19901.5,100.0
2024-07-03,SITE_A,Tuas Rooftop,1850.0,6.22,9320.7,100.0
2024-07-03,SITE_B,Jurong Warehouse,3200.0,5.087,12506.6,100.0
2024-07-03,SITE_C,Senoko Industrial,5400.0,5.77,25006.0,100.0
2024-07-03,SITE_D,Changi Logistics Hub,2750.0,5.856,13482.7,100.0
2024-07-03,SITE_E,Pasir Panjang Terminal,4100.0,5.574,17008.5,100.0
2024-07-04,SITE_A,Tuas Rooftop,1850.0,4.675,7065.6,100.0
2024-07-04,SITE_B,Jurong Warehouse,3200.0,4.216,10646.9,100.0
2024-07-04,SITE_C,Senoko Industrial,5400.0,6.188,27785.9,100.0
2024-07-04,SITE_D,Changi Logistics Hub,2750.0,4.643,10929.4,100.0
2024-07-04,SITE_E,Pasir Panjang Terminal,4100.0,6.459,20309.9,100.0
2024-07-05,SITE_A,Tuas Rooftop,1850.0,4.905,7226.6,100.0
2024-07-05,SITE_B,Jurong Warehouse,3200.0,6.666,17166.3,100.0
2024-07-05,SITE_C,Senoko Industrial,5400.0,6.124,26366.0,100.0
2024-07-05,SITE_D,Changi Logistics Hub,2750.0,6.516,14586.1,100.0
2024-07-05,SITE_E,Pasir Panjang Terminal,4100.0,5.316,16200.4,100.0
2024-07-06,SITE_A,Tuas Rooftop,1850.0,5.698,8515.7,100.0
2024-07-06,SITE_B,Jurong Warehouse,3200.0,6.343,15837.3,100.0
2024-07-06,SITE_C,Senoko Industrial,5400.0,4.836,20887.8,100.0
2024-07-06,SITE_D,Changi Logistics Hub,2750.0,6.611,15260.9,100.0
2024-07-06,SITE_E,Pasir Panjang Terminal,4100.0,4.161,12845.3,100.0
2024-07-07,SITE_A,Tuas Rooftop,1850.0,4.532,6890.3,100.0
2024-07-07,SITE_B,Jurong Warehouse,3200.0,5.967,15551.2,100.0
2024-07-07,SITE_C,Senoko Industrial,5400.0,4.9,22073.9,100.0
2024-07-07,SITE_D,Changi Logistics Hub,2750.0,5.231,12255.9,100.0
2024-07-07,SITE_E,Pasir Panjang Terminal,4100.0,5.524,17629.9,100.0
2024-07-08,SITE_A,Tuas Rooftop,1850.0,6.532,9671.6,100.0
2024-07-08,SITE_B,Jurong Warehouse,3200.0,5.43,13803.9,100.0
2024-07-08,SITE_C,Senoko Industrial,5400.0,3.619,15981.8,100.0
2024-07-08,SITE_D,Changi Logistics Hub,2750.0,6.282,14974.7,100.0
2024-07-08,SITE_E,Pasir Panjang Terminal,4100.0,5.341,16733.3,100.0
2024-07-09,SITE_A,Tuas Rooftop,1850.0,5.703,8514.3,100.0
2024-07-09,SITE_B,Jurong Warehouse,3200.0,5.256,13425.7,100.0
2024-07-09,SITE_C,Senoko Industrial,5400.0,5.712,25444.1,100.0
2024-07-09,SITE_D,Changi Logistics Hub,2750.0,5.344,12371.5,100.0
2024-07-09,SITE_E,Pasir Panjang Terminal,4100.0,3.69,11866.8,100.0
2024-07-10,SITE_A,Tuas Rooftop,1850.0,5.81,8804.0,100.0
2024-07-10,SITE_B,Jurong Warehouse,3200.0,3.755,9330.8,100.0
2024-07-10,SITE_C,Senoko Industrial,5400.0,5.791,24543.2,100.0
2024-07-10,SITE_D,Changi Logistics Hub,2750.0,6.588,15067.2,100.0
2024-07-10,SITE_E,Pasir Panjang Terminal,4100.0,4.646,14430.3,100.0
2024-07-11,SITE_A,Tuas Rooftop,1850.0,6.243,9141.0,100.0
2024-07-11,SITE_B,Jurong Warehouse,3200.0,5.302,13466.1,100.0
2024-07-11,SITE_C,Senoko Industrial,5400.0,5.052,21967.9,100.0
2024-07-11,SITE_D,Changi Logistics Hub,2750.0,5.255,12178.4,100.0
2024-07-11,SITE_E,Pasir Panjang Terminal,4100.0,4.865,15014.0,100.0
2024-07-12,SITE_A,Tuas Rooftop,1850.0,6.222,9428.2,100.0
2024-07-12,SITE_B,Jurong Warehouse,3200.0,6.0,14934.4,100.0
2024-07-12,SITE_C,Senoko Industrial,5400.0,5.708,24241.5,100.0
2024-07-12,SITE_D,Changi Logistics Hub,2750.0,6.697,15105.8,100.0
2024-07-12,SITE_E,Pasir Panjang Terminal,4100.0,4.658,14626.5,100.0
2024-07-13,SITE_A,Tuas Rooftop,1850.0,5.984,9063.0,100.0
2024-07-13,SITE_B,Jurong Warehouse,3200.0,5.369,13750.7,100.0
2024-07-13,SITE_C,Senoko Industrial,5400.0,4.565,19974.0,100.0
2024-07-13,SITE_D,Changi Logistics Hub,2750.0,5.748,13285.5,100.0
2024-07-13,SITE_E,Pasir Panjang Terminal,4100.0,5.634,18083.7,100.0
2024-07-14,SITE_A,Tuas Rooftop,1850.0,6.608,9856.0,100.0
2024-07-14,SITE_B,Jurong Warehouse,3200.0,6.225,16034.9,100.0
2024-07-14,SITE_C,Senoko Industrial,5400.0,6.388,27899.2,100.0
2024-07-14,SITE_D,Changi Logistics Hub,2750.0,6.311,14331.3,100.0
2024-07-14,SITE_E,Pasir Panjang Terminal,4100.0,5.996,18880.4,100.0
2024-07-15,SITE_A,Tuas Rooftop,1850.0,6.582,10027.6,100.0
2024-07-15,SITE_B,Jurong Warehouse,3200.0,5.504,13636.4,100.0
2024-07-15,SITE_C,Senoko Industrial,5400.0,6.152,25885.2,100.0
2024-07-15,SITE_D,Changi Logistics Hub,2750.0,6.194,14115.7,100.0
2024-07-15,SITE_E,Pasir Panjang Terminal,4100.0,5.957,18399.1,100.0
2024-07-16,SITE_A,Tuas Rooftop,1850.0,4.591,3319.7,46.9
2024-07-16,SITE_B,Jurong Warehouse,3200.0,3.925,10266.1,100.0
2024-07-16,SITE_C,Senoko Industrial,5400.0,5.257,23024.9,100.0
2024-07-16,SITE_D,Changi Logistics Hub,2750.0,4.077,9307.1,100.0
2024-07-16,SITE_E,Pasir Panjang Terminal,4100.0,5.868,18571.2,100.0
2024-07-17,SITE_A,Tuas Rooftop,1850.0,6.197,9492.4,100.0
2024-07-17,SITE_B,Jurong Warehouse,3200.0,5.593,14335.7,100.0
2024-07-17,SITE_C,Senoko Industrial,5400.0,5.494,23638.3,100.0
2024-07-17,SITE_D,Changi Logistics Hub,2750.0,6.119,14421.4,100.0
2024-07-17,SITE_E,Pasir Panjang Terminal,4100.0,5.469,16844.9,100.0
2024-07-18,SITE_A,Tuas Rooftop,1850.0,5.653,8457.8,100.0
2024-07-18,SITE_B,Jurong Warehouse,3200.0,3.961,10026.4,100.0
2024-07-18,SITE_C,Senoko Industrial,5400.0,5.284,22738.5,100.0
2024-07-18,SITE_D,Changi Logistics Hub,2750.0,6.455,15144.2,100.0
2024-07-18,SITE_E,Pasir Panjang Terminal,4100.0,6.416,20341.3,100.0
2024-07-19,SITE_A,Tuas Rooftop,1850.0,6.202,9473.5,100.0
2024-07-19,SITE_B,Jurong Warehouse,3200.0,5.289,13715.0,100.0
2024-07-19,SITE_C,Senoko Industrial,5400.0,4.928,21328.8,100.0
2024-07-19,SITE_D,Changi Logistics Hub,2750.0,5.464,12845.5,100.0
2024-07-19,SITE_E,Pasir Panjang Terminal,4100.0,5.477,16809.4,100.0
2024-07-20,SITE_A,Tuas Rooftop,1850.0,5.77,8606.9,100.0
2024-07-20,SITE_B,Jurong Warehouse,3200.0,4.599,11702.7,100.0
2024-07-20,SITE_C,Senoko Industrial,5400.0,5.019,22131.5,100.0
2024-07-20,SITE_D,Changi Logistics Hub,2750.0,4.243,9707.9,100.0
2024-07-20,SITE_E,Pasir Panjang Terminal,4100.0,5.215,16444.2,100.0
2024-07-21,SITE_A,Tuas Rooftop,1850.0,4.967,7377.4,100.0
2024-07-21,SITE_B,Jurong Warehouse,3200.0,6.203,15976.9,100.0
2024-07-21,SITE_C,Senoko Industrial,5400.0,4.895,21540.2,100.0
2024-07-21,SITE_D,Changi Logistics Hub,2750.0,4.81,11481.1,100.0
2024-07-21,SITE_E,Pasir Panjang Terminal,4100.0,5.305,16996.7,100.0
2024-07-22,SITE_A,Tuas Rooftop,1850.0,6.401,9793.0,100.0
2024-07-22,SITE_B,Jurong Warehouse,3200.0,5.396,13591.5,100.0
2024-07-22,SITE_C,Senoko Industrial,5400.0,5.551,23603.8,100.0
2024-07-22,SITE_D,Changi Logistics Hub,2750.0,5.694,12922.8,100.0
2024-07-22,SITE_E,Pasir Panjang Terminal,4100.0,5.106,15775.5,100.0
2024-07-23,SITE_A,Tuas Rooftop,1850.0,4.93,7623.2,100.0
2024-07-23,SITE_B,Jurong Warehouse,3200.0,5.922,14842.0,100.0
2024-07-23,SITE_C,Senoko Industrial,5400.0,4.773,21290.0,100.0
2024-07-23,SITE_D,Changi Logistics Hub,2750.0,6.232,14201.9,100.0
2024-07-23,SITE_E,Pasir Panjang Terminal,4100.0,4.339,13300.0,100.0
2024-07-24,SITE_A,Tuas Rooftop,1850.0,6.247,9362.7,100.0
2024-07-24,SITE_B,Jurong Warehouse,3200.0,5.541,14172.4,100.0
2024-07-24,SITE_C,Senoko Industrial,5400.0,4.741,20772.0,100.0
2024-07-24,SITE_D,Changi Logistics Hub,2750.0,5.323,12453.7,100.0
2024-07-24,SITE_E,Pasir Panjang Terminal,4100.0,5.656,16200.7,88.7
2024-07-25,SITE_A,Tuas Rooftop,1850.0,6.042,9052.5,100.0
2024-07-25,SITE_B,Jurong Warehouse,3200.0,4.907,12362.0,100.0
2024-07-25,SITE_C,Senoko Industrial,5400.0,5.81,25907.0,100.0
2024-07-25,SITE_D,Changi Logistics Hub,2750.0,4.346,9883.1,100.0
2024-07-25,SITE_E,Pasir Panjang Terminal,4100.0,5.63,17794.5,100.0
2024-07-26,SITE_A,Tuas Rooftop,1850.0,6.156,9208.8,100.0
2024-07-26,SITE_B,Jurong Warehouse,3200.0,6.657,16889.5,100.0
2024-07-26,SITE_C,Senoko Industrial,5400.0,4.744,20875.0,100.0
2024-07-26,SITE_D,Changi Logistics Hub,2750.0,6.279,14629.9,100.0
2024-07-26,SITE_E,Pasir Panjang Terminal,4100.0,5.831,18176.8,100.0
2024-07-27,SITE_A,Tuas Rooftop,1850.0,5.694,8780.5,100.0
2024-07-27,SITE_B,Jurong Warehouse,3200.0,5.066,13142.3,100.0
2024-07-27,SITE_C,Senoko Industrial,5400.0,5.033,21693.0,100.0
2024-07-27,SITE_D,Changi Logistics Hub,2750.0,5.831,9007.0,69.0
2024-07-27,SITE_E,Pasir Panjang Terminal,4100.0,6.336,20051.6,100.0
2024-07-28,SITE_A,Tuas Rooftop,1850.0,6.487,9844.7,100.0
2024-07-28,SITE_B,Jurong Warehouse,3200.0,6.224,15537.0,100.0
2024-07-28,SITE_C,Senoko Industrial,5400.0,5.916,24771.2,100.0
2024-07-28,SITE_D,Changi Logistics Hub,2750.0,5.912,13860.3,100.0
2024-07-28,SITE_E,Pasir Panjang Terminal,4100.0,5.735,18260.3,100.0
2024-07-29,SITE_A,Tuas Rooftop,1850.0,5.135,7608.7,100.0
2024-07-29,SITE_B,Jurong Warehouse,3200.0,6.22,15553.0,100.0
2024-07-29,SITE_C,Senoko Industrial,5400.0,5.062,22281.2,100.0
2024-07-29,SITE_D,Changi Logistics Hub,2750.0,5.364,12306.9,100.0
2024-07-29,SITE_E,Pasir Panjang Terminal,4100.0,6.014,18858.9,100.0
2024-07-30,SITE_A,Tuas Rooftop,1850.0,5.293,7425.4,100.0
2024-07-30,SITE_B,Jurong Warehouse,3200.0,5.345,13624.8,100.0
2024-07-30,SITE_C,Senoko Industrial,5400.0,5.222,23238.8,100.0
2024-07-30,SITE_D,Changi Logistics Hub,2750.0,5.521,12684.3,100.0
2024-07-30,SITE_E,Pasir Panjang Terminal,4100.0,4.675,14621.6,100.0
2024-07-31,SITE_A,Tuas Rooftop,1850.0,5.844,8715.4,100.0
2024-07-31,SITE_B,Jurong Warehouse,3200.0,4.171,10715.2,100.0
2024-07-31,SITE_C,Senoko Industrial,5400.0,5.363,23205.3,100.0
2024-07-31,SITE_D,Changi Logistics Hub,2750.0,4.842,11311.1,100.0
2024-07-31,SITE_E,Pasir Panjang Terminal,4100.0,4.752,15221.9,100.0
2024-08-01,SITE_A,Tuas Rooftop,1850.0,4.29,6782.5,100.0
2024-08-01,SITE_B,Jurong Warehouse,3200.0,6.014,15388.7,100.0
2024-08-01,SITE_C,Senoko Industrial,5400.0,3.286,14623.0,100.0
2024-08-01,SITE_D,Changi Logistics Hub,2750.0,6.056,13860.1,100.0
2024-08-01,SITE_E,Pasir Panjang Terminal,4100.0,5.529,17927.9,100.0
2024-08-02,SITE_A,Tuas Rooftop,1850.0,5.411,8313.6,100.0
2024-08-02,SITE_B,Jurong Warehouse,3200.0,6.2,15512.9,100.0
2024-08-02,SITE_C,Senoko Industrial,5400.0,5.631,24329.0,100.0
2024-08-02,SITE_D,Changi Logistics Hub,2750.0,6.57,15146.8,100.0
2024-08-02,SITE_E,Pasir Panjang Terminal,4100.0,5.929,18137.3,100.0
2024-08-03,SITE_A,Tuas Rooftop,1850.0,4.551,6777.3,100.0
2024-08-03,SITE_B,Jurong Warehouse,3200.0,5.842,14298.5,100.0
2024-08-03,SITE_C,Senoko Industrial,5400.0,4.424,19771.1,100.0
2024-08-03,SITE_D,Changi Logistics Hub,2750.0,6.601,15391.2,100.0
